! ("！")
" ("“”")
ymsk ("䪪" "𠚵")
ymsr ("袈" "䲯")
ymss ("建筑设计")
ymsw ("㤂")
ymsx ("改变" "改良" "𩜒")
ymsz ("孕育")
ymtb ("改装")
ymtd ("𠂐")
ymtg ("延庆")
ymtv ("力度")
ymuc ("延年益寿")
ymuf ("强制性标准" "𫃣")
ymuh ("延烧")
ymuk ("改判")
ymum ("改悔")
ymuo ("𩜒" "𨺹" "𤆄")
ymuu ("改善")
ymuv ("改为")
ymv ("乃")
ymvb ("盈江")
ymvv ("乃")
ymvw ("力学")
ymvx ("延津")
ymw ("边" "辸")
ymwa ("改写")
ymwb ("改进")
ymwm ("改造" "改选")
ymwo ("改途")
ymwx ("延迟")
ymwy ("延边")
ymwz ("延安" "𢖰")
ymx ("盈")
ymxb ("𫖎")
ymxg ("𩑦")
ymxj ("力臂")
ymxl ("盈" "改观")
ymxs ("夃")
ymy ("孕" "𨹅" "𨸛")
ymya ("孕" "虱子")
ymyd ("阣")
ymye ("𨹺")
ymyf ("𠡷")
ymyi ("陁" "𠠾")
ymyk ("𣆕")
ymyl ("䝱")
ymym ("𨹳" "𠠴")
ymyn ("𫄊")
ymyq ("脅")
ymyr ("𩸻" "𣢩")
ymyt ("卫生防疫")
ymyx ("改建")
ymyy ("劦")
ymyz ("姭" "𪦄")
ymz ("孫" "劜")
ymza ("劜")
ymzb ("强手如云")
ymze ("延续")
ymzf ("建筑结构" "强手如林" "那么样")
ymzh ("改线")
ymzi ("那么些")
ymzl ("改组" "𨸍")
ymzm ("乙种维生素")
ymzn ("鼐")
ymzp ("延缓")
ymzq ("𠘿")
ymzw ("改编")
ymzz ("子系统" "卫生组织")
yn ("费")
ynaz ("𨼟")
ynbh ("费城")
ynbi ("隉")
ync ("隍" "𪫆")
yncq ("𨺣")
yncu ("阶段性")
ynd ("附")
yndb ("𡍃")
ynde ("随身携带")
yndj ("费事")
ynds ("附")
yne ("陴")
yned ("陴" "𨹺")
ynew ("附带")
ynf ("𨻄")
ynfb ("防伪标志")
ynfs ("防伪标记")
ynfw ("异体字")
yngf ("忍俊不禁")
yngq ("附有")
yngs ("𨻬")
yngv ("附在")
ynhf ("降低成本")
yni ("陮")
yniv ("附上")
ynj ("隗")
ynjr ("附图")
ynjy ("阿什哈巴德")
ynk ("廹")
ynkd ("费时")
ynkt ("延伸度")
ynku ("𨽂")
ynl ("费" "費")
ynlv ("费用")
ynlz ("费县")
ynma ("巴伐利亚")
ynmi ("𢌣")
ynmj ("附和")
ynmu ("附件炎")
ynnm ("附件")
ynoa ("附合")
ynob ("𨼦")
ynod ("𨺺")
ynol ("𨽠")
ynoo ("𨻌")
ynow ("䧭")
ynpa ("附后")
ynph ("费钱")
ynr ("艴")
ynrd ("𨺙")
ynrl ("费解")
ynrr ("𨻀")
ynsa ("附言")
ynsq ("附设")
ynsv ("费率")
yntx ("附庸")
ynug ("隩")
ynul ("附着")
ynvc ("降低消耗")
ynve ("𨼍")
ynvs ("附注")
ynwp ("附近")
ynwz ("费心" "𨻁")
ynx ("𨹅")
ynxb ("费劲")
ynxk ("附录")
ynxm ("附属")
ynyj ("附加")
ynym ("费力")
yo ("办")
yoa ("險")
yoae ("除开")
yoag ("加拿大")
yoak ("险恶")
yoal ("陯")
yoar ("队列")
yoax ("巴拿马")
yob ("坠")
yobs ("险境")
yobu ("飞禽走兽")
yobv ("险" "坠地")
yobz ("除去" "陰")
yoc ("𨹑")
yoch ("队长" "隂")
yock ("办理")
yoco ("𨹩")
yod ("队" "𠃓")
yodi ("除掉")
yodj ("办事")
yody ("办报")
yoek ("除草")
yoev ("坠落")
yofj ("𫆡")
yofu ("阶梯")
yofv ("险要" "防微杜渐")
yog ("墜")
yogb ("加拿大元")
yogg ("办厂")
yogx ("队友")
yohk ("办到")
yohv ("办成")
yoij ("飞行员" "飞行器")
yoim ("飞行物")
yoj ("𨸮")
yoja ("除号")
yojb ("陷入困境")
yojl ("队员")
yojo ("険")
yojw ("𨼶")
yojy ("险别")
yokb ("除尘")
yokc ("除非")
yokk ("引领时尚")
yoko ("𫆛")
yokv ("𨹉")
yokz ("𫆤" "𫆠")
yolj ("办公用品")
yoll ("引人瞩目")
yolr ("险峰")
yolz ("险峻")
yom ("除")
yomf ("除")
yomj ("险种")
yomt ("阶乘")
yon ("阶")
yonb ("队伍" "办公自动化" "坠毁")
yonc ("阶段")
yond ("阶")
yonw ("除息")
yoob ("𨹫")
yooj ("䧍")
yoom ("盈余公积")
yooo ("險" "𨽭" "𨽙" "𨹊")
yooq ("引人入胜")
yoor ("𨺡")
yoos ("办公会议")
yoou ("𢡣")
yooz ("办公")
yopd ("𢌝")
yopx ("强人所难")
yopz ("办妥")
yoqk ("隃")
yoqm ("险胜")
yoqy ("队服")
yor ("皴")
yori ("除外")
yorj ("除名" "险象")
yorr ("𨺡")
yors ("除夕")
yos ("陰")
yosa ("办证")
yosh ("𨺴")
yosj ("队部")
yosm ("队旗")
yosr ("办公设备")
yotc ("防杀病毒")
you ("隘")
youc ("险情")
youo ("𨹈")
youz ("除数")
yovb ("办法" "除法" "加德满都")
yovl ("引人注目")
yovv ("𡭖")
yovw ("办学")
yovx ("险滩")
yow ("阾")
yowc ("除害")
yowe ("险遭")
yowj ("司令员")
yows ("司令部")
yoww ("司令官")
yowz ("办案")
yoxb ("阶层")
yoxw ("䧔")
yoya ("坠子")
yoyd ("𨸣")
yoyo ("羽")
yoyv ("除了")
yoyy ("𫖍")
yozf ("办公楼" "办公椅")
yozg ("办公厅")
yozi ("办公桌")
yozq ("𨻔")
yozw ("办公室")
yozy ("阶级" "子公司" "办好")
yp ("民航")
ypae ("弧形")
ypai ("𨺾")
ypb ("隱" "𡌌")
ypd ("𨸢" "𢌘")
ypej ("弧菌")
ypel ("𨺠")
ypf ("𨺉")
ypfa ("孤本")
ypgx ("𫖈")
ypih ("𨻆")
ypik ("𨺻")
ypio ("𨽯")
ypkg ("弧光")
ypki ("𨼠")
yplb ("𫖊")
ypmb ("𨺄")
ypmv ("防锈油")
ypnb ("䧟")
ypnc ("孤身" "孤傲")
ypnx ("孤僻")
ypop ("𨽑")
ypqi ("孤独")
yprd ("孤儿")
yprl ("孤岛")
ypro ("𨼌")
yps ("弧" "𨸯")
ypsp ("引航船")
ypsu ("孤立")
yptv ("弧度")
ypuk ("孤单")
ypwa ("孤寡")
ypwf ("櫽")
ypwi ("孤寂")
ypws ("𧮐")
ypx ("阪")
ypxb ("𡋴")
ypxf ("檃" "𨽌")
ypxo ("𨼯")
ypxs ("阪")
ypxw ("隱" "隠")
ypya ("𨹴")
ypyp ("𦏲")
ypyu ("䧦")
ypzm ("䧌")
ypzx ("𫖉")
ypzy ("力所能及")
yq ("阴")
yqag ("阴天")
yqbf ("巴丹吉林")
yqbz ("阴魂")
yqd ("𨸔")
yqeg ("孤胆英雄")
yqf ("𨹄")
yqff ("阴森")
yqfp ("阴霾")
yqfv ("阴雨")
yqfy ("阴极")
yqgs ("𤟶")
yqgy ("阴历")
yqi ("𨺢")
yqik ("阴虚")
yqks ("阴影" "阴暗")
yqll ("阴山")
yqof ("防风林")
yqow ("引狼入室")
yqq ("𨹹")
yqqq ("𨼖")
yqse ("阴谋")
yqts ("阴凉")
yqv ("阴")
yqvr ("阴沟")
yqvv ("阴")
yqvw ("阴沉")
yqwb ("弹丸之地")
yqwu ("阴道")
yqx ("𨸜")
yqy ("𨸒")
yqyk ("阴阳")
yqyo ("阴险")
yr ("除外")
yra ("隆")
yrad ("陷于")
yrae ("隐形")
yrai ("陛下" "𨻦" "𨺛")
yraj ("𨹐")
yral ("随处可见")
yram ("隆")
yrb ("際")
yrbi ("𨽇" "𨺼")
yrbj ("𨼧" "𨺃")
yrbk ("際")
yrby ("隆起")
yrc ("𨹋")
yrci ("䧏" "𢌢")
yrcj ("降职")
yrcl ("阿尔泰山")
yrcm ("险象环生")
yrde ("弥撒")
yrdt ("巴尔的摩")
yreh ("隐藏")
yrek ("隐蔽")
yreo ("𨻘")
yreq ("弥散")
yrev ("降落" "陷落")
yrex ("𪔳")
yrez ("陶" "𨺚")
yrff ("隆林")
yrfs ("陶醉")
yrfv ("降雨")
yrfx ("降雪")
yrgb ("降压")
yrgo ("𨻺")
yrgy ("陒")
yrgz ("𨹠")
yrh ("𨸝")
yrhb ("降至")
yrhe ("隐匿")
yrhk ("降到")
yrik ("陥")
yrj ("䧄" "䧁")
yrjb ("𨹿")
yrjj ("隐患" "陶器" "隆回")
yrjk ("𫖑")
yrjr ("𨽊")
yrju ("𨽆")
yrk ("弥")
yrka ("巴尔干")
yrkj ("弦乐器")
yrkk ("隆昌")
yrkm ("降临" "隐晦")
yrkv ("降水")
yrky ("阿鲁巴")
yrle ("隐瞒")
yrli ("𨹓")
yrll ("﨩")
yrm ("降")
yrmb ("降")
yrmc ("引咎辞职" "𨺓")
yrmg ("䃧")
yrmj ("𨼄")
yrmk ("隆重")
yrmm ("𨼇" "𤯲")
yrmr ("阿鲁科尔沁旗")
yrmz ("隐私" "䧰")
yrn ("陷")
yrnb ("陷")
yrno ("降价")
yrnr ("降低")
yro ("𣢀")
yroa ("弥合")
yrod ("陷入" "𨸤")
yroe ("隆德")
yros ("𨼮")
yrpl ("阿尔金山")
yrqy ("降服")
yrr ("階" "陛")
yrrb ("陛")
yrrf ("𨹼")
yrrk ("陶乐")
yrrm ("加尔各答")
yrrn ("階")
yrrr ("阰")
yrrs ("弥留" "阿比让" "陊" "䧯" "𨼮")
yrrt ("隆冬")
yrs ("阺")
yrtr ("陶瓷")
yrtz ("陶冶")
yruf ("陱")
yrum ("隐性")
yruo ("𨹾")
yrut ("了解情况")
yrv ("陊")
yrvk ("弥漫" "降温")
yrwa ("力多边形")
yrwc ("陷害")
yrwi ("弥补")
yrws ("弦外之音")
yrwx ("隐退")
yrwz ("隆安")
yrx ("隐")
yrxe ("隐居")
yrxw ("隐")
yry ("孢")
yrya ("孢子" "隆子")
yryb ("陷阱")
yryi ("𨹔")
yryk ("𨻧")
yrym ("阿尔及利亚" "𨼬")
yryr ("隐隐" "阿尔及尔")
yryx ("阿尔巴尼亚")
yrz ("隝")
yrza ("隖")
yrze ("𩍂")
yrzr ("隐约")
yrzs ("𨸻")
yrzy ("降级")
yrzz ("巴解组织")
ys ("防")
ysad ("孤立无援")
ysam ("民族政策")
ysav ("民主政治" "民主与法制")
ysb ("埅" "𨹛")
ysbh ("民族地区")
ysbl ("建设项目")
ysbv ("防地")
ysce ("𨻕")
ysck ("民主党")
yscn ("民主化")
yscr ("𨽖")
yscx ("阿谀奉承")
yscz ("防毒")
ysdk ("建设事业" "孩提")
ysdr ("民族事务委员会")
ysds ("防撞")
ysdw ("防护")
ysef ("民族艺术")
yseg ("民族英雄")
yser ("𨽢")
yses ("民主协商")
ysev ("防范")
ysfg ("防震")
ysfm ("防霉")
ysfv ("防雨")
ysgc ("强词夺理")
ysgd ("忍耐" "忍辱")
ysgk ("障碍")
ysgm ("隡")
yshb ("民族区域自治")
ysho ("防区")
yshs ("异端邪说")
yshu ("建设成为")
ysi ("隴")
ysia ("防虫")
ysii ("防止")
ysj ("陪")
ysjd ("巴颜喀拉山")
ysjk ("也就是")
ysjl ("䧚" "𫖗")
ysjm ("改良品种" "𣯱")
ysjr ("𨺥")
ysjy ("䧐")
ysjz ("民族团结")
ysk ("障" "隌")
yskb ("防尘" "防暑")
yske ("障")
yskf ("也就是要")
yskl ("𫖏")
ysks ("也就是说")
yskv ("防水" "民主党派")
yskz ("𨻫")
ysld ("陪同")
ysli ("𨸲")
yslo ("刃具")
ysly ("𨼨")
ysmk ("也许是")
ysmm ("隡")
ysmo ("𢻮")
ysmz ("𫖘")
ysnb ("𫖄")
ysnj ("民主集中制" "𨻓")
ysno ("建立健全")
ysnu ("陪伴" "防伪")
ysnz ("𨽘")
yso ("孩" "𫕺")
ysoa ("𨼛")
ysof ("防杀")
ysom ("防御")
ysoo ("𨹍")
ysoq ("忍饥")
ysoy ("隔离障")
yspm ("防锈")
yspo ("建设银行")
yspw ("忍受")
yspy ("𡥭")
ysqb ("建设者")
ysqd ("阬")
ysqf ("民族风格")
ysqg ("建设厅")
ysqi ("𩗧")
ysqo ("防风")
ysqs ("建设部")
ysqu ("建设性")
ysqx ("建设局")
ysra ("𨼛")
ysrh ("䧇")
ysrk ("防备" "弦乐")
ysrn ("隮")
ysrs ("民族解放运动" "民族解放阵线")
ysry ("防务")
ysrz ("𪁢" "𨼻")
yssb ("𨼁")
yssf ("民意调查" "巴音郭楞蒙古自治州")
yssi ("忍让")
yssn ("民族文化" "民族文化宫")
ysss ("民主评议" "阴谋诡计")
yssx ("建议书")
ysta ("防病")
ystn ("防腐")
ystq ("防疫")
ystr ("防盗")
ystx ("忍痛")
ysuk ("防爆")
ysul ("𫖒")
ysun ("建设单位")
ysuo ("防火")
ysv ("孓")
ysvb ("防污")
ysve ("防潮" "防洪")
ysvr ("巴彦淖尔盟")
ysvs ("陈词滥调")
ysvv ("孓" "卪" "𧥡" "𧥝")
ysvx ("民意测验")
ysvy ("防汛")
ysvz ("防治")
ysw ("忍")
yswa ("𨺱" "𨺊")
yswb ("防空")
yswd ("防守" "陪衬")
yswe ("防寒")
yswg ("䧫")
yswk ("陪审")
yswm ("𨼀")
ysws ("䧛")
yswu ("防灾")
yswv ("民主选举")
yswz ("忍心")
ysxs ("𠬨")
ysy ("防")
ysya ("孩子" "防卫")
ysys ("阳离子交换树脂" "𠨖")
ysyu ("防弹")
ysyv ("阳离子染料")
ysz ("弦" "孩")
yszh ("防线" "弦线")
yszo ("陔")
yszw ("防缩")
yszz ("𨸫")
yt ("习")
yta ("习")
ytac ("防病毒")
ytad ("𦏴")
ytae ("𦐧" "𦏹")
ytai ("翨" "𦑧")
ytaj ("𦐬")
ytak ("𦑾")
ytau ("𦐜")
ytay ("𦑷")
ytbe ("民间工艺")
ytbg ("弱项" "𦒒" "𦒏")
ytbh ("飞越")
ytbj ("𦒛")
ytbk ("飞来")
ytbo ("𦒅")
ytbr ("翫")
ytbz ("𦏻")
ytcd ("防病毒技术")
ytci ("防病毒卡")
ytcq ("𦑖" "𦑊")
ytcx ("𦒄")
ytcz ("䎎")
ytd ("飞")
ytdg ("改头换面")
ytdq ("弱势")
ytdr ("飞抵")
ytdy ("飞扬")
yted ("阧")
ytef ("民间艺术")
yten ("𦑣")
yteo ("翼" "𦒖")
ytex ("翄")
ytez ("𦐕")
ytfd ("䎔")
ytfj ("𫆡")
ytfk ("𦑿")
ytfq ("飞机")
ytfs ("𦒊")
ytfw ("翴" "𦒎")
ytfy ("强度极限")
ytfz ("弱酸" "𦑐")
ytg ("𨽏" "𨸘")
ytge ("飞奔")
ytgh ("弱碱")
ytgm ("𦑚")
ytgx ("𦑛" "𦐓")
ytgz ("𦐌")
ythh ("䎒")
ythj ("𦒞")
ythm ("𦑄")
ytho ("飞轮")
ythr ("𪇯" "𣄹")
yths ("防冻剂" "䎉")
ythz ("䎀")
ytia ("飞虫")
ytij ("弱点")
ytim ("飞蛾")
ytin ("飞蝗")
ytix ("㪬")
ytja ("𦑌")
ytji ("翀" "𠁨")
ytjk ("翞" "𦑞")
ytjl ("翯" "𦒓" "𦑰" "𥂨")
ytjm ("飞跃")
ytjo ("𦐖")
ytjr ("飞跑" "𦒠")
ytka ("习题")
ytkk ("䎓" "𦑾" "𠞨")
ytko ("弱小" "𫆛")
ytkv ("弱水")
ytky ("𠢜")
ytkz ("弱电" "𫆤" "𫆠" "𦑐" "𦑎")
ytlb ("𦐘")
ytlk ("𦒗" "𦑶")
ytlm ("𦒚" "𦒐")
ytls ("𦒨" "𡬘")
ytmb ("𦐿")
ytme ("飞舞" "𦐒")
ytmj ("弱智" "民间舞蹈")
ytmk ("𦐣")
ytml ("𦒔")
ytmn ("𦑣")
ytmo ("翐")
ytms ("𦐏" "𦐅")
ytmy ("习气" "加减乘除" "𨞈")
ytnc ("𦑠")
ytne ("𦐷")
ytnh ("戳" "㦻")
ytnl ("𧢇")
ytnm ("习作" "𣯮")
ytnn ("𩁙" "𩀦")
ytno ("习俗")
ytnq ("飁")
ytnr ("鸐" "𪵔" "𪄶" "𦑀" "𣤩" "𣤊")
ytns ("防腐剂")
ytny ("𨞩")
ytoe ("翠")
ytoi ("飞行")
ytol ("𨽔")
ytoo ("翜" "𦒤")
ytop ("翏")
ytor ("翪" "𦑁")
ytos ("飞往" "𦐗")
ytow ("䎆" "𫆖")
ytoy ("翂")
ytoz ("䧪" "𦒦" "𦏶" "𡣀")
ytpd ("𡭁")
ytpg ("顟")
ytph ("戮")
ytpk ("剹")
ytpl ("𧢋" "𥂔")
ytpm ("𪯯")
ytpn ("雡")
ytpq ("飞船" "𩘷")
ytpr ("鹨" "鷚" "𣤪")
ytpy ("勠" "鄝")
ytpz ("𢒥" "𡠢")
ytqe ("翆")
ytqs ("防疫站")
ytqu ("飞腾")
ytrb ("阴间多云")
ytrj ("翑" "𦐦")
ytrk ("𦐥")
ytrr ("𨸾")
ytrs ("𦑟" "𦐠")
ytry ("𦐙")
ytrz ("飞鸟")
ytse ("民间文艺")
ytsm ("飞旋")
ytsz ("翣")
ytub ("𦒁")
ytud ("陶冶情操")
ytum ("习性" "𣯰")
ytuq ("𩘸")
ytux ("飞快")
ytuy ("飞翔" "𠢯")
ytuz ("习惯")
ytva ("飞沫")
ytvl ("飞溅")
ytvy ("飞涨")
ytwf ("飞速" "翴" "翬" "𦑩")
ytwh ("翚")
ytwk ("𦐲")
ytwl ("𦑮")
ytwp ("忍痛割爱")
ytxg ("𦐍")
ytxi ("𨹘" "𦑯" "𦑈")
ytxj ("䧜")
ytxk ("䎑" "𨻷")
ytxl ("䧡")
ytxm ("翭")
ytxs ("翇")
ytxw ("䎚")
ytxx ("𥀘")
ytxy ("飞驰")
yty ("飛" "弱")
ytyb ("羾" "𦑥")
ytyc ("䍿" "𩢳")
ytyd ("𦏽")
ytye ("羿" "𫗉")
ytyf ("䎍" "𫆚" "𦐔")
ytyg ("頨")
ytyh ("𦐂" "𦏵")
ytyi ("𫋷")
ytyj ("䎌")
ytyk ("𫆜")
ytym ("毣" "𢬙")
ytyn ("翟" "習" "𦑏" "𦐚")
ytyp ("𦑕" "𦐩")
ytyr ("翵" "䎂" "𦐊")
ytys ("翌" "翋" "也门民主人民共和国" "𦐹" "𦐐" "𦐀")
ytyt ("羽" "𦐭")
ytyu ("𫆙")
ytyw ("𪓦")
ytyx ("翍")
ytyy ("䣁" "𦒆" "𦑼" "𦐟" "𦐆" "𦏸" "𢏖")
ytyz ("𦏳")
ytzi ("𢒥")
ytzm ("䎈" "𦐪")
ytzo ("𦏶")
ytzz ("民间组织")
yu ("弹")
yubl ("贺兰山")
yuca ("弹奏")
yudr ("弹指")
yudy ("习惯势力")
yue ("𨹗")
yuez ("弹药")
yuf ("𥸥")
yufd ("𨺧")
yufj ("𪫅")
yufk ("弹性模量")
yufu ("粥样")
yug ("隊")
yugb ("墜" "弹压")
yugd ("𫕿" "𨺰")
yugg ("𪥪")
yugk ("𩈁")
yugp ("鐆")
yugq ("隊")
yugu ("𨼾" "𤎩")
yugw ("隧")
yuhk ("弹匣")
yujr ("𨹪")
yujv ("弹跳")
yuk ("弹")
yuka ("𩐌")
yulk ("𨻹")
yuly ("附着力")
yumd ("隐性的")
yume ("弹簧")
yumh ("䧧")
yumn ("弹性体")
yumo ("𨻖")
yund ("弹射")
yuo ("阦")
yuob ("防火墙")
yuoe ("导火索")
yuol ("隘")
yuou ("𨽎")
yuoy ("改善人民生活")
yuoz ("导火线" "引火线")
yur ("隣")
yuri ("𨼺")
yurm ("隣" "隣" "𨽃")
yusz ("弹劾")
yutg ("弹头")
yuum ("弹性")
yuun ("引火烧身")
yuwc ("𨽓")
yuwu ("弹道")
yuxk ("隒")
yuy ("粥")
yuya ("弹子")
yuym ("弹力")
yuyp ("阴差阳错" "子弟兵")
yuyu ("阿米巴性")
yuyy ("𨹵")
yuyz ("𨹥")
yuza ("习惯于")
yuzp ("张灯结彩")
yuzz ("弹出")
yv ("办法")
yvad ("孤注一掷")
yvbf ("司法权")
yvbg ("司法厅" "飞沙走石")
yvbj ("司法员")
yvbs ("司法部")
yvbw ("司法官")
yvbx ("司法局")
yvdj ("了事")
yvds ("防污措施")
yvey ("引潮力")
yvfu ("司法机关")
yvmw ("陆海空")
yvok ("了得")
yvre ("防染印花" "阿洛菲")
yvrl ("了解")
yvrn ("办学条件")
yvsk ("防治效果")
yvst ("司法部门")
yvwv ("随波逐流")
yvxm ("那波利")
yvzb ("了结")
yvzp ("防治所")
yvzv ("防治法")
yw ("随")
ywal ("𨽟")
ywav ("阿富汗")
ywaw ("异写字")
yway ("𨸵")
ywb ("院")
ywba ("院士")
ywbh ("附近地区")
ywbj ("𨼈")
ywbk ("𫖌")
ywbn ("改进工作")
ywbo ("孤寡老人")
ywbq ("隨")
ywbr ("院")
ywbv ("随地" "防空洞")
ywch ("院长")
ywd ("䧑")
ywdf ("引进技术")
ywer ("延边朝鲜族自治州")
ywfe ("张冠李戴")
ywfg ("加速泵")
ywfj ("加速器")
ywfq ("随机")
ywfs ("院校")
ywft ("加速度")
ywg ("随" "隨")
ywgb ("随之而来")
ywgj ("张家口")
ywgk ("张家界")
ywgq ("随")
ywgu ("𤑾")
ywgv ("张家港")
ywgy ("𨽛")
ywha ("随感")
ywik ("陀螺")
ywjl ("随员")
ywkd ("随时")
ywkj ("陪审团" "陪审员")
ywkk ("𨽒")
ywkl ("䧬")
ywkt ("陪审席")
ywld ("随同" "𫖋")
ywlu ("司空见惯")
ywlw ("䧮")
ywly ("巴塞罗那")
ywm ("𨸼")
ywmd ("随手")
ywmh ("𨹏")
ywmj ("𨻴")
ywmm ("随笔")
ywms ("引进生产线")
ywmy ("阿塞拜疆" "𨻡")
ywna ("随便")
ywnc ("随身")
ywns ("改过自新")
ywnx ("𨻡")
ywo ("隧")
ywof ("引进人材")
ywoi ("随行")
ywoo ("随从")
ywoy ("𨼭")
ywpa ("随后")
ywpo ("随心所欲")
ywqb ("𡓗")
ywqt ("子宫肌瘤")
ywqy ("𫖁")
ywr ("陀")
ywri ("随处")
ywrm ("𨻮")
ywrr ("陀" "𨹖")
ywrt ("引进外资")
ywry ("𨺋")
ywsb ("忌讳")
ywsj ("院部")
ywsk ("随意")
ywsr ("引进设备")
ywtd ("办实事")
ywu ("隧")
ywug ("隧")
ywul ("随着")
ywuw ("隧道窑")
ywux ("𨺦")
ywv ("辽")
ywvn ("随州")
ywvo ("孤军深入")
ywvv ("辽")
ywwa ("随之")
ywwb ("异军突起" "加速运动")
ywwh ("随军")
ywwl ("随宜")
ywwo ("孤家寡人")
ywwu ("隧道")
ywxb ("召之即来")
ywxy ("随即")
ywya ("院子")
ywyd ("阸")
ywyy ("𨹕")
ywz ("忌")
ywzs ("强心剂")
ywzw ("忌妒")
yx ("建")
yxa ("張韡武")
yxad ("限于" "建于")
yxam ("巴马科")
yxas ("已登记")
yxau ("建平")
yxb ("弪" "𫕼")
yxbd ("建")
yxbi ("陉")
yxbm ("𨼑")
yxbs ("𢌤")
yxby ("建起")
yxcm ("䧩")
yxcr ("阿尼玛卿山")
yxdk ("驾驶执照" "驾驶执照号")
yxeq ("限期")
yxf ("𨼝")
yxfd ("建材")
yxfr ("建构")
yxfx ("建树")
yxgd ("䦼")
yxgg ("建厂")
yxhb ("限至")
yxho ("建瓯")
yxhv ("建成")
yxi ("陂")
yxiy ("𫖂")
yxjc ("建国")
yxjd ("𨼔")
yxjj ("驾驶员")
yxjs ("驾驶证" "隦")
yxju ("隥")
yxka ("限量")
yxkk ("建昌")
yxkv ("建水")
yxkw ("建党")
yxkz ("𨺂" "𠚚")
yxly ("𨺳")
yxmb ("建筑")
yxml ("限制" "建制")
yxo ("限")
yxoe ("建德")
yxok ("子承父业")
yxoy ("建仓")
yxp ("𨧦")
yxqb ("𨹡")
yxqy ("𨸰")
yxs ("𨸕" "𠬝")
yxsm ("限产")
yxso ("建交")
yxsq ("建设")
yxss ("建议")
yxsu ("建立")
yxtv ("限度")
yxun ("限养")
yxuz ("弹尽粮绝")
yxve ("建湖")
yxwa ("建宁")
yxwd ("限定")
yxwf ("费尽心机")
yxwh ("建军")
yxwl ("𨺜")
yxwm ("建造")
yxwr ("限额")
yxws ("建房")
yxxf ("𨻗")
yxxi ("䦽")
yxxj ("𫖓")
yxxw ("𢙎")
yxxx ("𨺽" "𨺝")
yxyi ("𨹣")
yxyk ("建阳")
yxyz ("司局级")
yxzz ("建始")
yy ("己")
yya ("已" "䦻")
yyaa ("孢子囊")
yyab ("架子鼓")
yyai ("𨺘")
yyam ("𪪃")
yyao ("强加于人")
yyay ("改弦更张")
yyb ("巳" "㔾" "")
yyba ("")
yybc ("𦖫")
yybd ("导")
yybe ("异" "𢌴" "𠥿")
yybf ("𣎿")
yybg ("䪸" "𩔉" "𡮸")
yybh ("民" "翼城" "𢁎")
yybi ("蟁" "𧓹" "𧊈")
yybk ("暋" "昬" "刡" "𡮭")
yybl ("睯" "㟩" "𪓏" "𪓍" "𧠠" "𣊽" "𡸧" "𡶘" "𡵒")
yybm ("敃" "攺" "𪪄" "𢾞" "𢰞" "𢁅")
yybn ("𩀃" "𨾧")
yybo ("巽" "巺" "𢁌")
yybq ("㱼")
yybr ("鴖" "㰝" "𪃯" "𣣤")
yybw ("選" "㥸" "𢞰" "𢚓")
yybx ("敯" "𤿕" "𢻰")
yyby ("𣱈" "𠨕" "𠨎")
yycm ("强强联手")
yyd ("导" "𨸓")
yydj ("孟加拉国")
yyds ("已接")
yye ("异")
yyec ("㠱")
yyed ("阠")
yyej ("已故")
yyem ("𢼷")
yyeo ("𢁉")
yyeq ("已获")
yyfm ("孢子植物")
yyg ("翜")
yygg ("𩖈")
yygn ("孜孜不倦")
yygo ("䪱")
yygq ("已有")
yygv ("已在")
yyh ("戳")
yyhf ("阿司匹林")
yyhq ("𣪐")
yyhr ("𡕪")
yyi ("阤")
yyik ("那也是")
yyj ("䧂" "𠮯")
yyja ("强加于")
yyjb ("𨹸")
yyjd ("孟加拉")
yyjk ("𪬾")
yyjn ("附加值")
yyjs ("阿巴嘎旗")
yyjx ("𠭵")
yyjz ("加强团结")
yyk ("翼")
yykk ("𫖙")
yyll ("㞯")
yym ("阞" "𨸐")
yymc ("加强管理")
yymf ("𨹃")
yymh ("羽毛")
yymi ("翠竹" "𨺘")
yymj ("已知")
yymo ("改" "阻力伞")
yyms ("𨸚")
yymw ("𢚢")
yymy ("𨸳")
yyn ("翟")
yyo ("戮")
yyor ("𥜹")
yyox ("𩝵")
yyoy ("加强领导")
yypn ("子孙后代")
yypr ("𣣁")
yyqy ("𨼉" "𦒇")
yyr ("翵")
yyre ("巴巴多斯")
yyrg ("已然")
yyri ("陈巴尔虎旗")
yyro ("𣢇")
yyrz ("翠鸟" "𩾠")
yys ("翠")
yyt ("羽")
yytr ("已将")
yyuo ("𤆔")
yyuv ("已为")
yyvv ("𨸙")
yyw ("翬")
yywd ("已过")
yywh ("戳穿")
yywr ("鵋")
yywt ("孤陋寡闻")
yyww ("孔孟之道")
yywy ("𨛑")
yywz ("忌")
yyx ("翍")
yyxa ("阿加尼亚")
yyxb ("𨺩")
yyxh ("𠃬")
yyxm ("已属")
yyxw ("导弹驱逐舰")
yyy ("脅" "邔" "𨙬" "𠄕" "𠃚")
yyyl ("𥁥")
yyyn ("𨻸")
yyyo ("导弹防御系统")
yyyt ("𢌟")
yyyy ("𦒇" "𢀵")
yyzh ("羽绒")
yyzm ("妀")
yyzp ("弛缓")
yyzr ("已婚")
yyzx ("已经" "翠绿")
yyzz ("隐隐约约")
yz ("已经")
yza ("弓" "弖" "𢎨")
yzaa ("㢧" "𢎜" "𢎗")
